ITEM_20150317_000001	Empty_头盔 
ITEM_20150317_001760	Monstrance Set 
ITEM_20150317_001761	Magnifier 
ITEM_20150317_001762	Magnifier Skills 
ITEM_20150317_001763	Empty_Outer 
ITEM_20150317_001764	Empty_胖次 
ITEM_20150317_001765	Empty_手套 
ITEM_20150317_001766	Empty_靴子 
ITEM_20150317_001767	Top 
ITEM_20150317_001768	体力 +5 提升药剂 
ITEM_20150317_001769	右键点击使用. 
ITEM_20150317_001770	小型 HP 药剂 
ITEM_20150317_001771	恢复 192 HP. {nl}HP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001772	HP 药剂 
ITEM_20150317_001773	恢复 320 HP. {nl}HP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150317_001774	大号 HP 药剂 
ITEM_20150317_001775	恢复 640 HP. {nl}HP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 60 秒钟. 
ITEM_20150317_001776	小型 SP 药剂 
ITEM_20150317_001777	恢复 144 SP. {nl}SP得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001778	恢复 240 SP. {nl}SP得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150317_001779	大号 SP 药剂 
ITEM_20150317_001780	恢复 480 SP. {nl}SP得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 60 秒钟. 
ITEM_20150317_001781	体力药丸 
ITEM_20150317_001782	恢复 15 体力. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001783	STA药丸 (中号) 
ITEM_20150317_001784	恢复 30 体力. {nl}右键点击使用. 冷却 45 秒钟. 
ITEM_20150317_001785	STA药丸 (大号) 
ITEM_20150317_001786	恢复 40 体力. {nl}右键点击使用. 冷却 60 秒钟. 
ITEM_20150317_001787	小型 恢复 药剂 
ITEM_20150317_001788	恢复 244 HP 和 SP. {nl}HP 和 SP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001789	恢复 药剂 
ITEM_20150317_001790	恢复 373 HP 和 SP. {nl}HP 和 SP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001791	大号 恢复 药剂 
ITEM_20150317_001792	恢复 744 HP 和 SP. {nl}HP 和 SP 得到恢复每 2 秒钟并持续 15 秒钟. {nl}右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001793	STA + 5 提升药剂 
ITEM_20150317_001794	提升 体力 +5 
ITEM_20150317_001795	红色的口帕药片 
ITEM_20150317_001796	对目标造成周期性毒性伤害 (LV1) 的魔物时使用. 
ITEM_20150317_001797	只能被用于 野兽-类型 的魔物们. 
ITEM_20150317_001798	HP 恢复 药剂 (小型) 
ITEM_20150317_001799	SP 恢复 药剂 (小型) 
ITEM_20150317_001800	HP +5 提升药剂 
ITEM_20150317_001801	HP+10 提升药剂 
ITEM_20150317_001802	移动速度 提升药剂 
ITEM_20150317_001803	提升 移动速度 5点数持续 180 秒钟. 右键点击使用. 冷却 30 秒钟. 
ITEM_20150317_001804	卷曲卷轴 
ITEM_20150317_001805	Allows you to 卷曲的to any Goddess Statue. Your current location will be saved at the Goddess Statue. 
ITEM_20150317_001806	同伴 食物 
ITEM_20150317_001807	恢复 Velhider的体力 30点数. 
ITEM_20150317_001808	Varnalesa 
ITEM_20150317_001809	恢复 32~35 SP. 右键点击使用. 
ITEM_20150317_001810	Valerijonas 
ITEM_20150317_001811	A 鲜花 that can be used as a herb. 
ITEM_20150317_001812	Ciobrelis 
ITEM_20150317_001813	A purple colo红色的鲜花 that has regenerative effects when boiled. 恢复 8 体力.  右键点击使用. 
ITEM_20150317_001814	Uosis 
ITEM_20150317_001815	A herb that grows in sunny fields. 
ITEM_20150317_001816	Amalas 
ITEM_20150317_001817	Aviete 
ITEM_20150317_001818	Gyslotis 
ITEM_20150317_001819	A herb used by a priest during a ceremony for the dead. 
ITEM_20150317_001820	Jonazole 
ITEM_20150317_001821	Mairunas 
ITEM_20150317_001822	Ramunele 
ITEM_20150317_001823	Raudonelis 
ITEM_20150317_001824	Sweet-tasting herb. It is sometimes used for treatment of wounds. 恢复 HP. 
ITEM_20150317_001825	Onion 
ITEM_20150317_001826	Only those who have peeled its skin it knows how it feels. 
ITEM_20150317_001827	Salavijas 
ITEM_20150317_001828	Dilgele 
ITEM_20150317_001829	它味道恶心但是恢复你的 SP. 
ITEM_20150317_001830	Medus 
ITEM_20150317_001831	Sticky liquid with a sweet taste. 
ITEM_20150317_001832	Nukella 
ITEM_20150317_001833	Acorn 
ITEM_20150317_001834	Truffle 
ITEM_20150317_001835	恢复 350~400 SP. A well-known delicacy among 食物 connoisseurs. 右键点击使用. 
ITEM_20150317_001836	鲜花 Bun 
ITEM_20150317_001837	Pine Mushroom 
ITEM_20150317_001838	Bezoar 
ITEM_20150317_001839	You can obtain this from the Mission Glassmole and Mission Wood 精神 from a Lv50 Mission. 
ITEM_20150317_001840	红色的Ox 
ITEM_20150317_001841	给予 you the fortitude of an ox. Your 体力 will not deplete for 10 分钟. 
ITEM_20150317_001842	Hardtack 
ITEM_20150317_001843	Firent Fruit 
ITEM_20150317_001844	Mangosteen 
ITEM_20150317_001845	Peach 
ITEM_20150317_001846	Surstromming 
ITEM_20150317_001847	Durian 
ITEM_20150317_001848	Strawberry 
ITEM_20150317_001849	Wisdomberry 
ITEM_20150317_001850	Lemon 
ITEM_20150317_001851	Aggro 药剂 
ITEM_20150317_001852	Lv120 Klaipeda Parish的Request 
ITEM_20150317_001853	A 卷轴 that will open a mission portal. 右键点击使用. 
ITEM_20150317_001854	水晶 Mine Mission 卷曲的Stone 
ITEM_20150317_001855	Lv140 Keepers' Request 
ITEM_20150317_001856	Lv160 Paladin Followers' Request 
ITEM_20150317_001857	Seven Valley Mission 卷曲的Stone 
ITEM_20150317_001858	棘刺的森林之Mission 卷曲的Stone 
ITEM_20150317_001859	Canyon Area Mission 卷曲的Stone 
ITEM_20150317_001860	皇家 古墓Mission 卷曲的Stone 
ITEM_20150317_001861	Ruins Mission 卷曲的Stone 
ITEM_20150317_001862	The 大法师的Tower Mission 卷曲的Stone 
ITEM_20150317_001863	Holy Water 
ITEM_20150317_001864	Water blessed with a holy 精神. Used by priests. 
ITEM_20150317_001865	Holy Powder 
ITEM_20150317_001866	A white powder that is consumed when priests cast a 魔力spell. It is said to amplify 他们的magical power. 
ITEM_20150317_001867	Catacombs Mission 卷曲的Stone 
ITEM_20150317_001868	Garlic 
ITEM_20150317_001869	Popolion Meat 
ITEM_20150317_001870	恢复 40~50 HP. This meat is easily obtainable and can be eaten raw. 右键点击使用. 
ITEM_20150317_001871	Klaipeda 卷曲卷轴 
ITEM_20150317_001872	Teleports you to Klaipeda. 右键点击使用. 
ITEM_20150317_001873	Coins Box 
ITEM_20150317_001874	Contains one Coins. 右键点击使用. 
ITEM_20150317_001875	Cures [毒性] abnormal status. 
ITEM_20150317_001876	Velhider的食物 
ITEM_20150317_001877	Velhider的最爱的食物. 完完全全的恢复你的 同伴的HP 以及恢复他们的体力 30点数. 
ITEM_20150317_001878	Hoglan的食物 
ITEM_20150317_001879	Hoglan的最爱的食物. 完完全全的恢复你的 同伴的HP 以及恢复他们的体力 30点数. 
ITEM_20150317_001880	Arma的食物 
ITEM_20150317_001881	Arma的最爱的食物. 完完全全的恢复你的 同伴的HP 以及恢复他们的体力 30点数. 
ITEM_20150317_001882	基础的卷曲卷轴 
ITEM_20150317_001883	LV1 EXP 卡片  
ITEM_20150317_001884	增加了 30 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001885	LV2 EXP 卡片  
ITEM_20150317_001886	增加了 120 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001887	LV3 EXP 卡片  
ITEM_20150317_001888	增加了 500 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001889	LV4 EXP 卡片  
ITEM_20150317_001890	增加了 2000 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001891	LV5 EXP 卡片  
ITEM_20150317_001892	增加了 6000 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001893	LV6 EXP 卡片  
ITEM_20150317_001894	增加了 12000 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001895	LV7 EXP 卡片  
ITEM_20150317_001896	增加了 24000 EXP. {nl}有几率收到 50% 额外的 EXP. {nl}右键点击使用. 
ITEM_20150317_001897	HP 提升药剂 
ITEM_20150317_001898	永久性的提升 最大HP 30点数. 右键点击使用. 
ITEM_20150317_001899	SP 提升药剂 
ITEM_20150317_001900	永久性的提升 最大SP by 20. 右键点击使用. 
ITEM_20150317_001901	体力 提升药剂 
ITEM_20150317_001902	永久性的提升 最大体力 +5. 右键点击使用. 
ITEM_20150317_001903	负重 提升药剂 
ITEM_20150317_001904	永久性的提升最大负重 +100. 右键点击使用. 
ITEM_20150317_001905	基础的小型 HP 药剂  
ITEM_20150317_001906	基础的HP 药剂补给  
ITEM_20150317_001907	基础的大号 HP 药剂  
ITEM_20150317_001908	基础的小型 SP 药剂  
ITEM_20150317_001909	基础的SP 药剂  
ITEM_20150317_001910	基础的大号 SP 药剂  
ITEM_20150317_001911	基础的体力药丸 
ITEM_20150317_001912	基础的STA 药剂 (中号) 
ITEM_20150317_001913	基础的STA 药剂 (大号) 
ITEM_20150317_001914	基础的小型 恢复 药剂  
ITEM_20150317_001915	基础的恢复 药剂  
ITEM_20150317_001916	基础的大号 恢复 药剂  
ITEM_20150317_001917	基础的移动 提升药剂  
ITEM_20150317_001918	STR 提升药剂 
ITEM_20150317_001919	永久性的提升 力量 +1. 右键点击使用. 
ITEM_20150317_001920	灵巧提升药剂 
ITEM_20150317_001921	永久性的提升 灵巧 +1. 右键点击使用. 
ITEM_20150317_001922	HP 提升药剂 
ITEM_20150317_001923	永久性的提升 生命 +1. 右键点击使用. 
ITEM_20150317_001924	INT 提升药剂 
ITEM_20150317_001925	永久性的提升 智力 +1. 右键点击使用. 
ITEM_20150317_001926	SPR 提升药剂 
ITEM_20150317_001927	永久性的提升 精神 +1. 右键点击使用. 
ITEM_20150317_001928	能力值 提升药剂 
ITEM_20150317_001929	给予 1 能力值点数. 右键点击使用. 
ITEM_20150317_001930	永久性的提升 最大负重 +50. 右键点击使用. 
ITEM_20150317_001931	冷却时间 药剂 (CBT Test Purposes) 
ITEM_20150317_001932	所有技能的冷却周期减少量 +50% 持续 10 分钟. 右键点击使用. 冷却 10 分钟. 
ITEM_20150317_001933	能力值 重置 卷轴 (CBT Test Purposes) 
ITEM_20150317_001934	重置 能力值点数 为你的角色. (CBT Tester Only) 
ITEM_20150317_001935	LV8 EXP 卡片  
ITEM_20150317_001936	增加了 36000 EXP. 有几率收到 50% 额外的 EXP. 右键点击使用. 
ITEM_20150317_001937	LV9 EXP 卡片  
ITEM_20150317_001938	增加了 60000 EXP. 有几率收到 50% 额外的 EXP. 右键点击使用. 
ITEM_20150317_001939	攻击增幅 +3 
ITEM_20150317_001940	增加了 +3 伤害给一把武器. 能从快捷栏添加和使用. 
ITEM_20150317_001941	攻击增幅 +5 
ITEM_20150317_001942	增加了 +5 伤害给一把武器. 能从快捷栏添加和使用. 
ITEM_20150317_001943	攻击增幅+14 
ITEM_20150317_001944	增加了+14 伤害给一把武器. 能从快捷栏添加和使用. 
ITEM_20150317_001945	防御增幅 +4 
ITEM_20150317_001946	减少s 伤害 taken by 4. 能从快捷栏添加和使用. 
ITEM_20150317_001947	防御增幅 +8 
ITEM_20150317_001948	减少s 伤害 taken by 8. 能从快捷栏添加和使用. 
ITEM_20150317_001949	浓缩 HP 药剂 
ITEM_20150317_001950	浓缩 HP 药剂 
ITEM_20150317_001951	强效 体力药丸 
ITEM_20150317_001952	冷却时间 药剂 
ITEM_20150317_001953	魔物 样本设置 
ITEM_20150317_001954	在井里发现了一个古老的遗迹. 右键点击使用. 
ITEM_20150317_001955	矿石收藏集 
ITEM_20150317_001956	一个你可以登记道具的收藏集. 你可以登记一个道具使用右键点击它. 
ITEM_20150317_001957	鲜花收藏集 
ITEM_20150317_001958	骨头收藏集 
ITEM_20150317_001959	水晶收藏集 
ITEM_20150317_001960	皇家古墓收藏集 
ITEM_20150317_001961	毒蛇收藏集 
ITEM_20150317_001962	恶魔收藏集 
ITEM_20150317_001963	特尼特大教堂收藏集 
ITEM_20150317_001964	精神收藏集 
ITEM_20150317_001965	LV1 卡片 收藏集 
ITEM_20150317_001966	LV2 卡片 收藏集 
ITEM_20150317_001967	LV3 卡片 收藏集 
ITEM_20150317_001968	LV4 卡片 收藏集 
ITEM_20150317_001969	练习用铁砧 
ITEM_20150317_001970	你能够通过在这个铁砧上放置合锻打道具来提高它的能力值. {nl}可以从工具商人处购买.{nl}右键点击使用. 
ITEM_20150317_001971	Gaigalas 卡片 
ITEM_20150317_001972	卡片 
ITEM_20150317_001973	A 卡片 containing the power of a strong 魔物. 
ITEM_20150317_001974	Gorgon 卡片 
ITEM_20150317_001975	Gorgon 卡片 
ITEM_20150317_001976	Golem 卡片 
ITEM_20150317_001977	Grinender 卡片 
ITEM_20150317_001978	Glass Mole 卡片 
ITEM_20150317_001979	Ginklas 卡片 
ITEM_20150317_001980	Netherbovine 卡片 
ITEM_20150317_001981	Necrovanter 卡片 
ITEM_20150317_001982	Dead骨头 卡片 
ITEM_20150317_001983	恶魔glove 卡片 
ITEM_20150317_001984	Denoptic 卡片 
ITEM_20150317_001985	Ravinepede 卡片 
ITEM_20150317_001986	Rajatoad 卡片 
ITEM_20150317_001987	Rocktortuga 卡片 
ITEM_20150317_001988	Rexipher 卡片 
ITEM_20150317_001989	Reaverpede 卡片 
ITEM_20150317_001990	Rikaus 卡片 
ITEM_20150317_001991	Mineloader 卡片 
ITEM_20150317_001992	小木槌wyvern 卡片 
ITEM_20150317_001993	Magbirk 卡片 
ITEM_20150317_001994	Manticen 卡片 
ITEM_20150317_001995	Mummyghast 卡片 
ITEM_20150317_001996	Mushcaria 卡片 
ITEM_20150317_001997	Mudge 卡片 
ITEM_20150317_001998	Mothstem 卡片 
ITEM_20150317_001999	Moa 卡片 
ITEM_20150317_002000	Moyabruka 卡片 
ITEM_20150317_002001	Moldyhorn 卡片 
ITEM_20150317_002002	Molich 卡片 
ITEM_20150317_002003	Minotaur 卡片 
ITEM_20150317_002004	Mirtis 卡片 
ITEM_20150317_002005	Bebraspion 卡片 
ITEM_20150317_002006	Bearkaras 卡片 
ITEM_20150317_002007	Velorchard 卡片 
ITEM_20150317_002008	乌波 斗士 卡片 
ITEM_20150317_002009	红色的乌波 斗士 卡片 
ITEM_20150317_002010	Bramble 卡片 
ITEM_20150317_002011	Biteregina 卡片 
ITEM_20150317_002012	Cyclops 卡片 
ITEM_20150317_002013	Saltistter 卡片 
ITEM_20150317_002014	Salamander 卡片 
ITEM_20150317_002015	Shadowgaler 卡片 
ITEM_20150317_002016	Stone Whale 卡片 
ITEM_20150317_002017	Schnaimm 卡片 
ITEM_20150317_002018	Scorpio 卡片 
ITEM_20150317_002019	Specter Lord 卡片 
ITEM_20150317_002020	Throneweaver 卡片 
ITEM_20150317_002021	Ironbaum 卡片 
ITEM_20150317_002022	Archon 卡片 
ITEM_20150317_002023	Abomination 卡片 
ITEM_20150317_002024	Unknocker 卡片 
ITEM_20150317_002025	Achat 卡片 
ITEM_20150317_002026	Ellaganos 卡片 
ITEM_20150317_002027	Yekub 卡片 
ITEM_20150317_002028	Jonazolem 卡片 
ITEM_20150317_002029	Werewolf 卡片 
ITEM_20150317_002030	Unicorn 卡片 
ITEM_20150317_002031	Iltiswort 卡片 
ITEM_20150317_002032	Giant Redwood 卡片 
ITEM_20150317_002033	Giant Wood Goblin 卡片 
ITEM_20150317_002034	恰帕瑞森 卡片 
ITEM_20150317_002035	Chafer 卡片 
ITEM_20150317_002036	Carapace 卡片 
ITEM_20150317_002037	口帕 首领 卡片 
